A,B,C,D
3.3369895053443592,0.21958780951781431,-2.711967245183033,1
5.122542434993935,-9.555640707255447,8.472382012469847,2
4.9080480733605,-9.852710325637842,8.983600672368214,2
-9.180859676187593,-5.370702307088549,-5.460943852279382,0
-9.404998968968636,-5.5505157405346575,-3.113486003000438,0
-1.142671753839757,4.1655532747159665,-0.5672026494137794,1
0.9470386035856627,2.2310791306255093,0.9973535343853142,1
-8.321251034981804,-6.1214046481085616,-5.712808538807383,0
-2.9423529645723616,1.5633686416883528,-0.4645096895490277,1
4.575361613562544,-9.508153826443817,8.414453376527492,2
-10.810229705401039,-5.4129127651059274,-3.9812316483248584,0
-8.573513138568021,-4.5346388238547854,-2.9826045083179817,0
-4.636472501170558,3.0725702513238953,2.627564125779979,1
-9.438258653561585,-8.21753184389247,-4.886926306741579,0
2.4733968558654174,2.9495409743551955,6.125307968094331,1
-1.7036387774767228,-0.8059505704559413,-3.318320257760034,1
-8.117608004958765,-5.659414645386119,-4.686364199828798,0
1.3810298177334164,0.7261019720570854,-4.100472346958158,1
-9.53586649792263,-6.15411126402066,-4.417407223687451,0
5.947165542901004,-9.548366034769806,8.694671230244602,2
4.702871704736231,-10.378241510168715,8.86896973059631,2
4.6229631596130405,-9.55723314013412,9.011333572992683,2
-1.116537247438377,0.1589125246117291,-2.8223383976022767,1
-8.826374955045772,-5.248251277783024,-4.538342604282783,0
-9.241343674666565,-6.171584434034972,-3.992054665125325,0
-9.108070916240335,-6.561711391674184,-4.427188278210622,0
-2.1489127023847523,2.6585878309427065,2.027237202949221,1
4.255461250493665,-9.986236828658663,9.34285378563537,2
4.938516541202133,-9.984607919703832,9.529813024556193,2
-9.702680126254421,-4.727152119424586,-5.7095121970540115,0
-0.34833883217985084,3.3512756869895775,0.7462904918285311,1
-8.199032880988922,-4.659400967877927,-5.220125757435853,0
-3.0363447124313487,1.3758199125845838,-0.1282262253159132,1
-10.296798349601804,-4.28983238603878,-5.4716420446972025,0
-9.350856566613565,-7.007975531108892,-5.730497382743907,0
-6.906584054161094,-5.838411936185136,-5.837865971838397,0
5.244238760083513,-10.095940144684045,8.840108812348511,2
1.079091689578714,3.222605459330507,-3.288623667530171,1
4.9488881746225095,-10.347946463166489,8.536973113912984,2
-8.8545918741527,-4.423930110831339,-3.659352370069029,0
4.698426417830243,-9.464255969949642,8.6577223340934,2
-5.953851837125961,-0.8372933303424079,1.7792357532519736,1
-0.374580645812253,3.1066804645803865,3.4476371508025334,1
-1.906590653281099,1.094994308519353,2.516930275799958,1
-7.995208562048264,-6.264473133681261,-6.3733693237026525,0
-8.813835926168094,-5.17438483480164,-5.482174418754066,0
-8.705250004959154,-4.5078821087883165,-5.136809057644275,0
5.479051095078895,-10.067032642785804,9.04518262953361,2
-8.115333227853178,-6.154383665487867,-4.650568809891934,0
1.9117523509255259,0.16270906869961266,-0.3302395032780989,1
-8.909897760818083,-8.366925067811872,-4.737394034709418,0
-10.818368087486814,-5.343775980813468,-3.692684567470888,0
5.334115202191214,-9.664161505080179,8.922613581421837,2
-2.722385482578949,3.904725454982775,-0.22863319094103973,1
0.507176903879597,4.0324674848298905,1.9897710596239482,1
-9.498347367347355,-6.149670168014598,-4.306061522935287,0
-9.12985030267437,-5.349952969833871,-4.648031394327649,0
5.283529479934664,-9.855424075892934,8.537209664693707,2
-1.2570800574164607,2.3299115822101424,-3.1046752522659258,1
-2.6456940058277882,4.884087475942875,2.4065121987485667,1
-8.574205831242487,-5.740272912064855,-5.89952245325566,0
5.139516999226677,-10.19023022069892,9.226334695985505,2
4.521369437334436,-9.075886404010777,9.570842220330558,2
-10.256303818610803,-4.8970231233194035,-3.249655762507283,0
-10.335554666922674,-5.110998854748037,-3.9925864951919183,0
-2.830552338919107,3.731186923140962,1.6932175874113085,1
-0.6488279878638616,2.971965376479067,1.1781874847712117,1
5.063633525540297,-9.795946556775746,8.793856594682598,2
-4.129642705844555,7.642130442125133,-1.7058551701808278,1
-9.677438529041202,-5.372311144669379,-5.265702963406582,0
4.701896907726844,-9.856852871155816,8.999989402542765,2
4.195906425880633,-8.98074248703087,8.053693985899805,2
4.969057661700656,-9.06674071624415,9.317566446163877,2
-7.466666078611428,-5.540526694060311,-5.78572695569682,0
-8.367554499947385,-7.176837936834781,-4.638397252616078,0
6.093595699855966,-9.254221053637835,9.057861519756715,2
4.915347771077452,-10.04770481923217,8.66129923107055,2
-10.320960251634975,-6.646573155194432,-4.065288225345605,0
-7.267022022206983,-6.5913922213661404,-4.258237609500642,0
-9.758386279913836,-6.087220634979908,-5.990621011237522,0
0.49319443830045395,2.280965808303803,-1.3207938152490977,1
-8.549908519333806,-4.273197381598538,-4.6758803679635275,0
-0.39758417186147205,0.7174137587016116,3.1467404792077485,1
-8.465102415172339,-5.373254813304629,-4.583938832922032,0
-3.2915735530955015,2.390323352320534,-1.9828070253590857,1
-1.2793454668916504,3.4858869560667722,-1.6258977038448252,1
5.78959508972178,2.578369513236626,2.0296960844477603,1
4.27408891982494,-9.816612213349986,9.533696697772653,2
-6.81672342945642,-6.850856521224533,-4.120542837470913,0
-7.967532061663064,-6.827047689227562,-4.097930762542999,0
4.586745134847646,-10.102190658342767,8.780743212686652,2
5.245678536090444,-9.673337424636996,8.168376006850842,2
-8.5248056301244,-6.49960471516286,-4.726056452849546,0
5.212053051546827,-9.883864940653782,8.732219961550106,2
-2.9383836278067417,1.0460554889019043,-4.96402174490111,1
2.8133337510015046,6.103512160038779,1.1306321813409141,1
5.5898856407535,-9.719326811987186,8.93198082367642,2
5.606239683832603,-9.429488901973183,8.519422210429004,2
-8.728418136397591,-6.075324160096209,-3.682390618698027,0
4.726419569972934,-9.425774395538213,9.154866108466772,2
1.0108466076964586,6.285488751966999,2.722816544372563,1
4.421982428639844,-10.11442138681014,9.01577476356375,2
-8.919323923072549,-6.605680846582281,-4.244917667553716,0
2.2196404175363877,-5.291972028686291,0.8896167406544322,1
-0.8269587557875084,-0.8093050214084725,-0.5450226372023823,1
-9.037393255683497,-6.353754552263033,-4.907431117533843,0
-8.400114358086817,-6.730685186847006,-5.181418605340136,0
4.826120706114419,-9.783470526255554,9.29215307490655,2
3.1772834454703207,4.846388641537038,-0.10790184628177824,1
5.992363695839939,-9.92285395211516,8.941951756077689,2
-4.90225140026809,-1.1852930406457336,-1.500018453063248,1
-1.2144151672917487,3.195392588064247,2.236087085886673,1
4.992069768936599,-9.788507042882747,8.246071607244517,2
0.33964343165701694,5.48285818444621,1.423742367347092,1
0.15240721765205467,2.2224072195771876,-2.1832549462994506,1
5.133961133214509,-10.267983232248163,8.892483696630126,2
-7.443003937570464,-2.6884036345657236,-3.8462196125895085,0
-1.191477997460385,2.885369546446781,-0.8741493989871851,1
-0.21771829690911287,-0.7929314037736406,1.6711051400309636,1
-0.17882356538181787,-3.1743429454172025,2.1072629263417335,1
-10.077560653102166,-4.479907237795682,-3.9744154931202957,0
0.9992428646872873,3.675518248705523,-0.9570324737745814,1
5.115399254104115,-9.119231326704801,8.140771945567879,2
4.69946871935808,-9.537067506820911,9.479522986702676,2
1.401214586579851,2.334713064436311,0.6816965008643888,1
3.7414986673887505,5.640094524147527,-1.0161600780291193,1
4.9548798350842915,-9.522205228599447,8.406797812790456,2
-10.557164383418895,-5.4617008208851905,-5.531352778948366,0
0.20316896162854278,2.794145149246283,2.386942815274933,1
-8.759088144502348,-5.681075560734096,-2.9825169057533296,0
4.447185148277586,-9.50654001263709,9.31402238625955,2
4.109873873403489,-9.881653739984028,9.228621684836844,2
0.1694851338401977,-0.17523264778328196,4.93238954192754,1
-0.7243826010479099,1.9616984905794208,4.0105343343660245,1
0.4818251167391013,0.9620265474242413,1.8735526246158836,1
-8.75363738720823,-6.860421853570241,-4.758144062295711,0
3.582579753151647,1.3123626807114475,-3.125168241658278,1
4.30824344010051,1.8399712245501467,1.6566074302447684,1
-9.331965288161975,-5.210161249573176,-5.546184973663577,0
5.400624924115558,-9.96123051557789,9.63964392666736,2
-9.670631780612382,-4.017494749723957,-3.442515013663375,0
5.034170086371284,-9.314522390721345,9.400380474560105,2
3.2083899363297492,2.2240676847067546,2.1422394989904734,1
2.4979773596241928,3.661775231485926,1.5767577967867576,1
1.8736011575945144,4.561154011594779,1.9142026917165391,1
4.200256088677558,-10.168128254970032,8.736070438287086,2
-9.983728945941452,-5.107579895749222,-5.886424869607099,0
4.713803171799921,-9.689118754885069,9.804376512072267,2
4.909578357637269,-10.216670305525511,8.751942159595927,2
-9.207312596799811,-7.0789100211558615,-3.7535401948663276,0
-6.532420081348787,0.11691285654068517,-0.3630677374772404,1
-9.018028197796014,-4.82904351664412,-4.0262802409838905,0
0.0008741935259123784,3.411775418147544,3.6139522953413405,1
5.23658914102583,-9.18993056821044,9.057755614349018,2
5.654388620262363,-9.33318778880274,9.172168518713612,2
5.173492792221782,-10.570348066925195,8.893751441022616,2
-7.262813425627926,-4.0100587381052355,-2.91181039064585,0
-9.782661148413114,-5.270678466784315,-5.722674613216374,0
-8.023017291812696,-6.109739120522452,-5.132802195438337,0
-2.5219994582181253,3.16079510905372,-2.8867515427348787,1
-9.25628009048062,-5.517896710486995,-3.6436025547746578,0
-2.340014794484098,4.138526275247948,-1.1471691988355242,1
5.425583233951906,-9.29296421422273,9.719217977335713,2
4.145261593642706,-9.216602255763465,8.680663753000148,2
-1.590832098234042,5.453256056786543,-5.627430338373009,1
5.045301356939344,-9.256581988950943,8.63817243766412,2
4.7846460154887085,-9.453444552475492,8.463612249211991,2
5.069404550158551,-9.565211590238162,9.53375403739976,2
-8.416520216437352,-5.525868850042356,-4.675280130311721,0
-1.6509802781161484,1.9470467167764143,-3.945044604499082,1
-0.13476997611726244,3.3909439466017783,-3.033930032042571,1
-8.568860989236558,-4.894376973919752,-5.341840686139243,0
-8.373962196073789,-4.1433250322105915,-5.5545059011175715,0
0.7518796370943588,0.09395065171623007,-2.2221236491790304,1
5.153329238481648,-10.074958896713827,8.432308413031606,2
4.146546814860961,-9.745221645384044,9.051447263754595,2
4.361085570584276,-9.613653332220993,8.769646215752099,2
4.506723420212371,-9.783268648249742,8.485068801103985,2
4.97656073986602,-9.150195785051073,7.857083001292204,2
3.209077778701876,0.20394268206324218,4.279074107020316,1
6.032136000830766,-10.159175890111905,9.754882293195388,2
-0.31133592276853006,4.791138382692973,-3.4219677010258827,1
-10.571014003610482,-4.007478502054167,-5.082089203895717,0
5.025898305190117,-9.378811228808779,9.624670538189045,2
4.774846662193264,-10.233284345465902,8.88972383288689,2
4.818326388988917,-9.520300830107773,9.258196891028923,2
-3.096349574398019,-1.0004351746200157,0.33749762538651923,1
0.41793032474617053,2.525980323149256,1.6648132257440713,1
-10.78086081129573,-6.739057376531374,-4.756260121496541,0
-0.7627840542485798,3.715095579575313,1.4276645867311348,1
-10.405627009081295,-5.035703011548766,-5.335756711513106,0
-10.392159920340015,-5.847600499976255,-2.996962619708176,0
4.2575335464743445,-9.81362345596403,9.481145784450636,2
4.855578229490213,-9.716046286584834,8.645385328895324,2
3.0869567262350506,1.907044045366835,-4.0076178123522315,1
0.9845949533535543,2.2910728183311013,5.5925637204995,1
-8.618273725601002,-5.469772601977854,-5.125378343008235,0
4.923318171421308,-10.400521997403013,8.461775546955392,2
4.851664722472073,-9.851417827859692,10.21191454209349,2
-9.535739573817983,-4.301310906297452,-6.343567767623021,0
5.585028951899237,-9.971079292230561,9.492023145712553,2
-8.85793096596977,-6.890581031225738,-4.26046493612351,0
5.383353620864248,-9.822677971615933,8.766206251051157,2
5.017226966645963,-10.381167943783312,9.815816413166827,2
-0.9441651296698805,5.592581595101912,-0.4966483102213819,1
-8.345492799906037,-6.963872526536232,-4.633080998121056,0
-7.961161911980643,-7.885256382342689,-4.053900564461516,0
2.0973040865474406,3.4286888841427094,0.14936574300445382,1
5.064389443021133,-9.645880604271872,9.042454838636337,2
-8.899554696246145,-5.848130071870333,-4.497724513200726,0
-9.872806740553736,-6.311156675861879,-4.96862833550038,0
-5.820145454381866,-6.197018817393756,-4.42173409577238,0
5.22130639981899,-9.950498327377339,9.413120719747711,2
5.459915093448174,-8.62703452387029,9.152662305844606,2
-10.263743055674443,-6.435821899986895,-5.289887413557751,0
5.280487821515362,-9.377837373693865,8.506299277477018,2
-8.01593058322947,-5.168374155306634,-6.383454657562332,0
-9.08329281515831,-5.153400822610105,-4.639852208069987,0
5.459024801441811,-9.585983446656234,8.886827397587407,2
-9.7299277569743,-6.419914620991845,-4.206238111498132,0
4.257611016091472,-9.841154737711925,9.46872651746894,2
4.9333183967241,-9.899295994545833,8.541750731062503,2
-9.031716875884426,-3.887471611587542,-4.319989902174797,0
-8.631497644280165,-6.897675040461904,-4.907328930376476,0
4.6729848378109,-9.206658530692623,8.852316711057508,2
1.8427685072018978,-1.3860351139309746,-3.269828803434709,1
5.182345765425334,-8.6684602258988,8.638542343197066,2
-8.427676640454534,-5.249887589543716,-3.5795291461190266,0
-9.347559363252504,-4.683108632833049,-3.9498610788648305,0
5.098653937961204,-9.214590533621863,8.358722337753708,2
-7.962875576865624,-4.302349842871918,-3.8774599155174707,0
-9.801357472200708,-6.457508772633403,-5.3165014072521615,0
4.566909774495686,-9.056507533065743,8.722448463495368,2
-0.38573846390774524,-0.08238461300473876,1.8276062829843893,1
-1.257035685254172,3.9198754469061163,0.32753099477371317,1
-7.315376195948889,-3.4864059774953766,-2.8459867172910207,0
-9.066238974803614,-4.760021235335176,-4.691912531121704,0
-7.449314293341436,-6.591709576282417,-4.11022950028711,0
-1.0249813685848077,1.7526967690004187,3.3540136266068488,1
-0.4164779058136664,6.926053966088895,-3.493468754494703,1
0.8226150893458238,4.025758479939553,-1.125012538724337,1
-1.2738710098136545,4.5399128415716845,-0.13890511317806964,1
-9.463113369645862,-5.986611237461701,-4.375568486233245,0
-10.5538802742661,-6.018696320954757,-5.219347065617731,0
5.020063340208759,-9.459313920895585,9.22020590049156,2
-8.233061627432601,-5.577739184207979,-2.4530341112344503,0
5.351061890477755,-9.645662520089186,9.702956229521858,2
-2.3487973927813304,2.1734784529755995,2.2574239964781397,1
1.185549351411019,5.093652095415882,-0.26492549954074396,1
-8.879926889055044,-5.196719791223357,-4.060374535977845,0
3.806260760182197,-10.554479446532643,8.759646250993073,2
3.6097078026683604,0.81053184028599,-4.117612138106643,1
-11.036497191483843,-4.692688647146598,-5.06576745081347,0
3.806772099005868,-9.349587225594409,8.653859696798499,2
4.356514789244196,-10.104372640104037,9.772822131802048,2
-0.31909351445049305,4.622017666204032,-0.9842472776333948,1
-9.86051677042273,-3.9669422985277865,-4.195720483284351,0
-7.492889487548907,-5.963640119023797,-6.0323040299971575,0
5.172388912458934,-9.232573248727649,9.139581840892035,2
0.1593521772686604,1.5361999482367328,0.9489231969334417,1
-9.957447677268666,-5.66449544576326,-4.46321480001774,0
-6.569187288075762,-6.515853151655641,-4.006369174409559,0
5.615876549426666,-9.669511792838893,8.624770019788127,2
-3.113019697080822,0.5944254868192971,-1.1786205498360087,1
4.635487062910973,-9.973630340396392,8.734616694203345,2
5.4402785898302355,-9.532685680100949,9.605299989648808,2
-2.999714027394541,3.0768878916062032,4.5671991786380115,1
-3.9494781260419085,0.9561311073453584,-2.7532531534428206,1
5.436358179900462,-10.2390333412344,8.508955457228705,2
-9.791481396907473,-6.171808684427635,-3.922144362971551,0
4.171046008463974,-9.95313710141662,8.965308229829638,2
1.7470388981205942,4.543522775804766,1.6078221733306801,1
3.566918734991801,3.5123929209082347,2.9113261859395942,1
-10.72476186166704,-5.19071319976414,-3.7001985477902593,0
4.6809640739672735,-9.603989261248906,9.130954209654123,2
-8.178651523438498,-5.9647931271190275,-3.8679319266612406,0
-8.883429794787554,-5.9026639391135465,-5.053096827242607,0
4.3375039742157435,-9.546370645755106,9.511342425469248,2
-8.8790800904592,-4.26118531034859,-4.109051219256231,0
4.909708943863895,-9.87437539140723,9.025918163267088,2
4.8189653822957625,-8.238290328498342,8.237744335621672,2
-1.083976183657276,3.6874289611335027,2.638743973234609,1
1.5791655205411084,2.6612499920395805,-6.453523767328221,1
4.430728288419839,-8.553972744665414,8.445140423300753,2
5.260432572026199,-10.046998771107855,8.912244267109184,2
4.23114870851891,5.805906140786426,-1.7450426002199837,1
1.9574358264187721,3.616669127977557,3.862076784622685,1
-6.94231831700046,-4.052469716302906,-5.32064744409603,0
-8.911847886270165,-5.868119687593393,-4.09428717315857,0
2.1940129447024077,0.13473470598447834,4.950605893779493,1
-10.437738234245824,-4.162348220511378,-4.686104072912363,0
-9.160641875800705,-6.340862346885267,-4.302831877454017,0
-0.0005321144809631861,1.231695676437341,2.1882546508011047,1
4.852942376228872,-9.81019332892497,8.314479692572387,2
4.614083813118682,-9.291735614724796,8.58207118196472,2
-8.755218080167479,-5.30161503082592,-5.0875201444985505,0
4.924805212637767,-9.523243969914654,9.335533051901738,2
-8.757305961916853,-4.792453063025549,-4.316577646169178,0
-3.7268644084448406,0.5483591007021782,0.028301977990858096,1
1.795197339011688,2.0063811904570232,-1.1717431192627432,1
-0.7257091958279461,-2.911913530516049,-5.956571891188804,1
-8.662797010402254,-5.717783518124868,-4.524275431199966,0
-8.046170046853401,-5.091462005071187,-6.418429877642492,0
-9.04022545882244,-8.115818469455977,-6.076989532584333,0
3.96635774923367,-9.506091039925286,8.870740679233364,2
-0.24657172225010826,-2.606395407628458,1.8205781775557295,1
-10.172177412581,-7.140530032966107,-5.196380600452441,0
-1.479419416669062,-2.9977134417150344,1.9358461301245513,1
4.367287611339004,-9.849636179722408,8.68628833709145,2
-2.1102607911554014,4.740016804391338,-3.0887750477682587,1
5.075691257917945,-10.336543455646025,9.168015503820211,2
5.057004832810154,-8.754396741497372,9.606202570454018,2
5.390490160471048,-10.058421145055604,8.55759224392973,2
-5.531661120600639,4.077394814139795,-1.2127436341229323,1
-8.673551433142768,-5.1411379734166065,-5.429860833327627,0
4.724244970273331,-9.3422765573917,9.86383132383099,2
-10.119947265920555,-6.420496595975881,-2.8108746459339033,0
-7.8190556805522915,-6.550643113419957,-4.961330578467771,0
4.812351769491376,-9.120687126572003,9.032304264115039,2
0.7853217598406209,6.483907992435531,-0.6568967561453238,1
0.20266562406996502,0.6933558048722048,3.142506718056158,1
-7.601025956899257,-5.803761584939296,-4.582486735086282,0
4.6448215510487705,-9.747548861252254,9.295460277310179,2
-8.312671302548482,-6.608811847927194,-5.031960845992208,0
-1.8032058138444527,0.7362935963645674,-0.2662646200730173,1
3.878155008018886,-10.085162759742834,8.05505657713835,2
2.86652467384622,2.040566356081375,3.2351178935059073,1
-2.22443236950147,1.2488125710786653,2.441743426457607,1
-9.626277653694295,-5.718375567625589,-1.2097622939970831,0
-0.8769009905137338,-0.5104886616506965,1.0836996399839571,1
0.5756067510568408,2.302172508459871,1.2589372912873964,1
-3.745639232601585,4.499469844850261,4.582266308720188,1
5.229816316262583,-10.309270477525294,8.751257858061962,2
-9.206242065530567,-4.358890115166576,-6.382580185071533,0
-9.934307416394155,-6.240089724838528,-4.1084269168168746,0
-8.726172075949325,-5.918853259697469,-3.8157503546744187,0
4.278284246875133,-9.612462836665252,8.956463480523242,2
-2.3876846418309357,1.7632113494876347,-4.728794096550132,1
5.2300797581420975,-10.444995236440127,8.514627242801701,2
4.91301695303562,-10.48788559597738,9.057996297381798,2
4.572719204459179,-9.89793188349331,9.036515902846887,2
-2.604802953799731,-0.30843380099096596,0.3710306432034631,1
4.9816050173535995,-9.158025390197963,8.984136412552147,2
4.947808561029334,-10.096630232534249,8.097932394391664,2
4.93698942105371,-9.551368975168431,9.623209427925621,2
-8.81739429470164,-3.948287492617986,-2.3348239150238825,0
2.43153224853051,4.547468802077449,3.1752825256010353,1
-9.1495471916518,-3.7815786946488528,-3.679065631012339,0
5.851635516072925,-9.609540236907062,9.550460159099105,2
4.395385838989574,-9.30572091204697,8.552717102252148,2
-2.511052908744701,-0.4634195972999722,2.5817778647207894,1
4.741986353172246,-9.482745376343246,8.927453310565927,2
-8.405232820166558,-5.914978138200004,-5.114735533335701,0
-10.94215226327772,-6.922127020727745,-5.411360787884614,0
-9.47909440720061,-3.345870229349501,-5.949314031490078,0
-10.018368182074454,-5.850563601142836,-5.280101213234418,0
1.7682753046465352,6.096932841348666,0.23214430307571565,1
0.3105857763749808,-2.0518214243766906,-1.5609654524328191,1
4.936279556534145,-9.840641898062275,8.39049140808034,2
-8.574145264287964,-4.880892835546933,-4.203378109415602,0
-0.41653378726960566,0.6292044850413405,3.2930429038901807,1
-3.2657794624923895,-3.083083986062766,9.276513223692975,1
-9.513890317810084,-4.600022049226105,-4.840476082295394,0
-8.893881689500203,-6.214914883602302,-5.035747108765153,0
5.249479890804755,-9.190943750283319,9.81007435366059,2
2.128168646492369,2.4175962267043385,1.2278166333225793,1
-9.035344826564987,-3.463952848044076,-4.007021395001423,0
-9.433969098986534,-6.911690604428893,-3.70707663913127,0
3.3125605765876824,6.666261452656034,-1.3653518465521957,1
-9.250711193234535,-5.6138039585238335,-4.717192029432832,0
2.188867469035363,1.335570331842381,-0.32505536635909205,1
-9.056820171509312,-4.811567090941257,-4.451671327705256,0
5.17735378165327,-10.520675516313222,8.825967244659351,2
-10.657565114800883,-6.774380038681299,-4.721954225415129,0
4.5667070680564885,-9.353601268678736,10.018266006943701,2
0.10178669649727297,0.6971599390781933,0.7920192208444412,1
-0.6920284702753676,0.8073618853835383,2.10089049601802,1
-8.759696666258094,-6.457711057471238,-4.139205560933937,0
4.073442023933342,-9.743021632323623,9.517775679995895,2
-5.704838246842037,4.606454883648252,2.392700822103781,1
-9.561393839767472,-5.290197845891158,-4.489844007489113,0
4.928020003057935,-9.887502316881701,8.766987500598143,2
5.134411814603903,-9.294936739781381,9.60311209295911,2
0.5601844455963046,0.04736311657058878,6.415393835068046,1
-9.083836204056718,-4.647019378585408,-4.9389945851774435,0
4.877421629392256,-9.793795660314865,9.35942778764099,2
-7.589753949341397,-5.001751823662072,-3.246986672100387,0
-1.0351184216398042,1.7272269314375481,0.6217678191617235,1
-8.669752898798132,-6.367787408447647,-5.042567787581049,0
-0.27858503284073644,4.285748959822103,0.523831109903472,1
-9.219882989756846,-4.290771634174201,-5.282147796733288,0
-1.400316390488873,8.544399988858904,1.6841384697021846,1
-8.864870994811673,-4.0154968406300044,-4.550335777086652,0
1.1705967645858057,2.5482791161586733,0.6816198037433551,1
4.583334081207395,-8.553661543982985,8.729368651098639,2
1.6161365545797017,0.9784140610054004,4.826433126124544,1
-10.618597702828914,-4.412407721596851,-4.08025382181166,0
4.166248458749188,-9.340179143511321,9.12644971478311,2
5.25816093552336,-10.244337567526633,9.348502817602194,2
5.019289084790616,-9.090947248883106,9.119750980334594,2
-0.677986283060429,0.026514190430356965,3.2622586881209514,1
4.156374248713724,-9.728015358500516,9.420621730996622,2
4.731757512640442,-10.13455337672766,8.212043118510184,2
2.7143776341992503,4.327949077468546,3.688171842630709,1
4.910472514676447,2.3294704655083764,5.890928357482194,1
4.928777871736837,-8.895669448147125,9.562002766109476,2
5.414554817203975,-10.250899026449531,9.796603248417334,2
-8.570699155497977,-6.182367059786447,-6.727812989497702,0
5.834977364347132,-10.046092045563046,9.723814683584017,2
-7.841960973796978,-4.834319512789692,-5.646852271224373,0
5.7265764188237,-10.264499878214446,8.786032990234041,2
5.420749634209557,-10.60898734947051,9.719369199002228,2
